30000,rsvp,ldm,n,lampe du petite elle de sourit savants range les dévorent la magicien
36900,rsvp,ldm,n,le ouvrant dans du supporter partie rouillée des vent son interrompt dans
43800,rsvp,ldm,n,de dans mathématicien il les privée achetés la réduit rejoint dans passant
50700,rsvp,ldm,y,et de pains de vieux elle tête troptair réfléchit prix de apparaissent
61100,rsvp,geo,y,ჺჷ ჷღⴓჲტ ⴀჷ ⴃⴡაჸჭჺაჲჲა ⴄჭ ღჸ ლღჸღმუ მპტⴀლლ ჭჺჭ ჴლ ⴀⴀⴀⴀⴀⴀⴀⴀⴀⴀⴀⴀⴀ ტჲⴓტპჭ
68000,rsvp,geo,y,ⴄჭⴀⴄ ⴃⴡჴ ჲლლⴀⴓჺⴀაჸჴჲჸ უუუუუუუუ ჲჺჷ ჭჺ ტლლჭⴃუჸუტმჲმ ტⴣტ ჴⴀჴ ⴃჺⴓ ჲⴃჺⴃⴓ ჭტა
74900,rsvp,geo,n,ჭაⴣლ ჴჭⴓჲჸჸტⴓ ⴓალ ჲჺა ჴაⴡჴⴀუ ⴄლჺⴡჭ მⴀმუⴄ ⴓმ ⴡⴓჲუⴃჸ ⴣჭლჸჺⴓლჭ ⴓⴃⴀⴡაⴄⴃჭ ⴄუⴃ
81800,rsvp,geo,y,ტუაⴀ ლტ ტა ჸჷჷლჭპჷაⴃმ ჷტⴄმⴡლჸ ჺჭ ჲჲჲჲჲჲჲჲ უტ ⴡპჺჸტⴀჸტ ჷⴃⴡჭⴃⴡჺ ⴄⴓჭ ჭⴓაⴃჴ
92200,rsvp,ph,y,Le boutiquier voudrait que tu achètes ces chaussures en biou de serpent.
99100,rsvp,ph,n,La mère a peur que son enfant tombe dans la rivière glacée.
106000,rsvp,ph,n,Elle regarde les éclairs qui traversent le ciel couvert de nuages gris.
112900,rsvp,ph,n,Les élèves veulent résoudre un problème qui demande des connaissances en physique.
123300,rsvp,ldm,n,à route baron envie le ajoute voudrait le habitations surprendrons de la
130200,rsvp,ldm,y,de assis les arrues a meurtre raisin cours protéger le toute proie
137100,rsvp,ldm,n,roule atterrit colocataire la innocente sa en la collectionne du applaudit qui
144000,rsvp,ldm,y,du classe la ciphtoraique noir un indiqué sur enfermer la ma hélicoptère
154400,rsvp,ldm,n,soeur nous femme des à compagnie le été motos le bourgade qui
161300,rsvp,ldm,y,détruire de ses poissons tigre sur les qui train taboui de licence
168200,rsvp,ldm,n,boulangère les qui laisse clinique du de exploitation les le raconte qui
175100,rsvp,ldm,y,père fumée des nous ses il vanerome les homme de veut écrasé
185500,rsvp,geo,n,პ უⴡჸⴡლპჭ ⴃღⴄ ტⴓღმჸღ ჭუჲჭაპⴃ ⴀⴓⴣⴡჴლ ⴡმღ აპლმⴄჺაჭჲ ტჲ ლჷტⴀტჲ ჷⴃაⴣⴀ ⴄⴀⴓ
192400,rsvp,geo,y,ღღპ ჴჴჴჴჴ უⴓ ⴀჲⴃჺ ჲჸⴄპ მპუტაⴀⴡა ღⴄჺⴓⴀღ ჲ ტⴡⴃპჴჺაჸ პჭ ⴀჺმⴃა ლⴓპⴃუⴣⴣ
199300,rsvp,geo,n,ჸჸტⴡ ⴣპტ ჴლ ჴⴓლლჴლⴀჸ ტჭჸღⴣⴀ აპაⴓⴣⴃ ჭჴლ პⴄⴡⴄჭჸ ჴⴀⴡⴀ უღⴣჴპლⴄⴣლ ⴄჴღ ⴄⴀ
206200,rsvp,geo,n,ჷტჴაჴჭმ ⴓაⴄ ⴡⴄლმტ ⴡ ჴლ ⴀჷჺჲ უღⴣჸⴃლმჴჺჭ ტⴡⴣჸⴀⴀ ლმუⴃლⴃღ ⴄⴀუჴ ჭჲ მუⴃჭღ
216600,rsvp,geo,n,ლ ⴡჸ ღმჴⴣა პჸⴡⴓⴣუღ ⴣჺⴄⴣⴀ ჷამუ ღპჺჺპლღ ტⴡაⴃⴣⴣⴓჴჺ ღⴀ მმⴣლⴣ ლტუუⴄ ლჺჷჷⴄუⴃ
223500,rsvp,geo,y,ⴣპპჲლა ჭტ მⴓ ⴣⴡღჸჭლაჸ მⴄⴄპლჴ ⴣჴⴓ ჺჸ ჴⴄⴀლⴡპჴუ ჭტჸჸ ჺⴡ ჷმჴ ⴓⴓⴓⴓⴓⴓⴓⴓ
230400,rsvp,geo,y,პლ ⴣⴡუჷტჲმ ⴄჲ ჭუⴃჭჲⴃ ⴓⴡⴡ ჲჲჲჲჲჲ ღჭ აⴓⴓჭჷⴓⴓჷჭუპლ ⴓტ ⴀუⴣჭ ⴀⴡმ ჴტⴄჭღⴃ
237300,rsvp,geo,n,ჸუღⴄⴓⴀⴃჭჴⴓⴣ ლⴓ მლტჸ პლ ⴄⴣლ ლⴡუაჲⴃ პაⴄⴡმჴ პჷ ⴃპპⴣჲ ჸპ ჸტⴃⴃ ჺჲჷⴀჲⴄაჲ
